Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
49471,2 BHK Ready to Occupy Flat for sale in Sri Vasantham Apartment Medavakkam,"This magnificent 2 BHK Flat is available for sale in Medavakkam, Chennai. It is based at Sri Vasantham Apartment complex, that occupies a prominent place in the locality. This flat for resale is a choice property. This ready to move flat in Medavakkam comes at an affordable price of INR 45 Lac. It is semi-furnished to accommodate your needs. Landmarks near the apartment include just 900m from medavakkam bus stop.",45 Lac ,4956.0,chennai,908.0,Ready to Move,2.0,Resale,Semi-Furnished,South,Garden/Park,,2.0,2,1 Covered,Freehold,,,
171124,3 BHK Ready to Occupy Flat for sale Sector 70,"One can find this stunning 3 BHK flat for sale in Sector 70, Mohali. Invest your valuable money in this flat that is for resale. This ready to move flat located in Sector 70 is available for purchase at a fair price of INR 92 Lac. The apartment is semi-furnished.",92 Lac ,6345.0,mohali,1180.0,Ready to Move,2.0,Resale,Semi-Furnished,North - East,Garden/Park,,3.0,2,,Freehold,,,
100089,2 BHK Ready to Occupy Flat for sale in Arbi 5th Avenue Madhyamgram,"New fully furnished flat of 3yrs with separate covered garrage of 160 sq feet. Jessore road 3min, Madhyamgram Chowmatha 7min, Madhyamgram Station 5min, Star mall 4min. Owner property, NO BROKERAGE. 2BEDROOMS, 2TOILETS, 1BALCONY. Modular kitchen with Chimney, 2 wardrobes, False Ceiling across all the rooms, TV unit, Wine Rack, Curtains, Pureit Ultima water Purifier, 1 king size hydrolic storage Bed, Air conditionerAC pre installed. Prime location. Negotiable. Urgent Sale",31 Lac ,3827.0,kolkata,680.0,Ready to Move,3.0,Resale,Furnished,South -West,Main Road,Arbi 5th Avenue,2.0,1,,Freehold,,,
75830,3 BHK Ready to Occupy Flat for sale SKYLINE RESIDENCY Hyderabad,"This beautiful 3 BHK Flat is available for sale in SKYLINE RESIDENCY, Hyderabad. This flat for resale is the perfect property for you! This ready to move flat in SKYLINE RESIDENCY comes at an affordable price of INR 81 Lac. This leading project is ready for possession as of Jun '23. The flat is unfurnished and makes for an ideal choice for any family.",81 Lac ,5400.0,hyderabad,1000.0,Ready to Move,3.0,Resale,Unfurnished,,,,3.0,1,,,,,
125255,2 BHK Ready to Occupy Flat for sale Dwarka Mor,"This exquisite 2 BHK Flat is offered for sale in Dwarka Mor, New Delhi. This flat for sale has a desirable location. This apartment ready to move in the Dwarka Mor is available for an attractive price of INR 23 Lac. The spacious apartment is furnished. The flat is easily approachable because it is near to dwarka mor metro station.",23 Lac ,4646.0,new-delhi,495.0,Ready to Move,1.0,New Property,Furnished,East,"Garden/Park, Main Road",,2.0,1,1 Covered,Freehold,,,
126228,3 BHK Ready to Occupy Flat for sale in Madhur Jeevan Apartment Dwarka Sector 10,"Have a look at this immaculate 3 BHK flat for sale in Dwarka Sector 10, New Delhi. Well-tucked in the Madhur Jeevan Apartment township, the property is easily accessible. This flat is available as a resale property. You can buy this ready to move flat in Dwarka Sector 10 at a reasonable price of INR 2.10 Cr. This contemporary apartment is semi-furnished. The property is constructed with proximity to major landmarks like near by market and metro station.",2.10 Cr ,11667.0,new-delhi,1400.0,Ready to Move,4.0,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Madhur Jeevan Apartment,2.0,4,"1 Covered,",Freehold,,,
67779,4 BHK Ready to Occupy Flat for sale in La Lagune Gurgaon Golf Course Road,"Carefully laid out in the prime location of Golf Course Road in Gurgaon, this spacious 4 BHK flat on sale is a meticulously planned project. It is based at La Lagune Gurgaon complex, that occupies a prominent place in the locality. This flat for resale is the perfect property for you! Located in Golf Course Road, this ready to move apartment is sold at a fair selling price of INR 7 Cr. The flat is unfurnished and makes for an ideal choice for any family. sec-54 chowk metro station are some major landmarks near the apartment.",7 Cr ,22152.0,gurgaon,2700.0,Ready to Move,15.0,Resale,Unfurnished,East,"Garden/Park, Pool",La Lagune Gurgaon,5.0,2,2 Covered,Freehold,,,
143385,2 BHK Ready to Occupy Flat for sale in Indraprastha Villa Sector 61Block E,"2 BHK flat available for sale in Noida in the prime location of Sector 61Block E. Situated in the Indraprastha Villa township, it has a prime location. This flat is an attractive property for resale. The ready to move flat in the prime area of Sector 61Block E is available at a reasonable price of INR 72.9 Lac. It is semi-furnished to accommodate your needs. Landmarks near the apartment include near to mother deary.",72.9 Lac ,6335.0,noida,1100.0,Ready to Move,4.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,2.0,2,"1 Covered,",Co-operative Society,,,
130691,4 BHK Ready to Occupy Flat for sale in Hamdam Apartment Dwarka Sector 18,"4 BHK flat available for sale in New Delhi in the prime location of Dwarka Sector 18. Enjoying a prime location, this property is housed in the Hamdam Apartment society. This flat all equipped with required facilities, is up for resale. In Dwarka Sector 18, this ready to move flat is available at an attractive price of INR 2.68 Cr. This premium semi-furnished flat spells quality and comfort at a competitive price. Prominent landmarks in and around this locality are venkateshwar hospital.",2.68 Cr ,12182.0,new-delhi,1950.0,Ready to Move,8.0,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Hamdam Apartment,3.0,4,"1 Covered,",Freehold,,,
129882,3 BHK Ready to Occupy Flat for sale in CGHS Apoorva Apartments Dwarka Sector 5,"This magnificent 3 BHK Flat is available for sale in Dwarka Sector 5, New Delhi. This flat is situated within the renown township of Cghs Apoorva Apartments. This flat for resale has a desirable location. This ready to move flat in Dwarka Sector 5 comes at an affordable price of INR 1.75 Cr. This contemporary apartment is unfurnished. near to school, metro, market and hospital are some of the key nearby landmarks.",1.75 Cr ,9722.0,new-delhi,1570.0,Ready to Move,7.0,Resale,Unfurnished,North - West,"Garden/Park, Main Road",CGHS Apoorva Apartments,3.0,2,"1 Covered,",Freehold,,,
168516,3 BHK Ready to Occupy Flat for sale in Santhi Hill View Kakkanad,"This lovely 3 BHK Flat in Kakkanad, Kochi is up for sale. Situated in the excellent Santhi Hill View township. The flat enjoys a prime location. This flat is available as a resale property. Located in Kakkanad, this ready to move apartment is sold at a fair selling price of INR 58 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",58 Lac ,4143.0,kochi,1250.0,Ready to Move,6.0,Resale,Unfurnished,East,Main Road,Santhi Hill View,3.0,3,1 Covered,Freehold,,,
39420,3 BHK Ready to Occupy Flat for sale Manapakkam,"Up for immediate sale is a 3 BHK apartment in Manapakkam, Chennai. Don't miss this bargain flat for sale. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Manapakkam comes at an affordable price of INR 1.20 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. This 3 BHK flat boasts of being in close proximity to significant landmarks like dlf it park, l t ,manapakkam ,mugalivakkam. that enhance the overall living experience.",1.20 Cr ,6557.0,chennai,1500.0,Ready to Move,1.0,Resale,Unfurnished,East,Garden/Park,,4.0,2,,Freehold,,,
102417,2 BHK Ready to Occupy Flat for sale in DLF New Town Heights Rajarhat,"2 BHK, Multistorey Apartment is available for Sale in Rajarhat, Kolkata for 72.0 Lac(s)",72 Lac ,5728.0,kolkata,900.0,Ready to Move,2.0,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",DLF New Town Heights,2.0,2,,,,,
186448,3 BHK Ready to Occupy Flat for sale in Elanza Airport Road,3 BHK flat available for sale in Zirakpur in the prime location of Airport Road. It is in a prime location within the Elanza. Invest your valuable money in this flat that is for sale. The ready to move flat in the prime area of Airport Road is available at a reasonable price of INR 71 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Landmarks near the apartment include maxxus elanza zirakpur is a premium luxury residential township offeri.,71 Lac ,4152.0,zirakpur,1100.0,Ready to Move,2.0,New Property,Semi-Furnished,North - East,"Garden/Park, Pool",Elanza,3.0,3,1 Covered,Freehold,,,
157833,"3 BHK Ready to Occupy Flat for sale Sector 21C, Mathura Road","Sector 21C, Faridabad has an appealing 3 BHK flat for sale with various amenities. This flat for sale is the perfect property for you! This ready to move flat is offered at an economical price of INR 1.55 Cr. The flat is available in unfurnished condition. Some nearby landmarks are huda market.",1.55 Cr ,6458.0,faridabad,2050.0,Ready to Move,1.0,New Property,Unfurnished,North,Main Road,,3.0,2,,Freehold,,,
40240,2 BHK Ready to Occupy Flat for sale in Arun Excello Temple Green Oragadam,"This beautiful 2 BHK Flat is available for sale in Oragadam, Chennai. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Arun Excello Temple Green. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! In Oragadam, this ready to move flat is available at an attractive price of INR 35 Lac. This contemporary apartment is unfurnished.",35 Lac ,4000.0,chennai,875.0,Ready to Move,14.0,Resale,Unfurnished,East,,,2.0,,1 Covered,Freehold,,,
58201,3 BHK Ready to Occupy Flat for sale in Bestech Park View City 2 Sector 49,"Discover this immaculate 3 BHK flat for sale at the pristine Sector 49 in Gurgaon. Situated in the excellent Bestech Park View City 2 township. The flat enjoys a prime location. This flat all equipped with required facilities, is up for sale. This ready to move flat in Sector 49 comes at an affordable price of INR 2.25 Cr. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. The prime landmarks near this property are vatika chowk.",2.25 Cr ,12103.0,gurgaon,1790.0,Ready to Move,11.0,New Property,Unfurnished,South,"Pool, Garden/Park, Main Road",Bestech Park View City 2,3.0,3,,Freehold,,,
105075,2 BHK Ready to Occupy Flat for sale in Tirupati Enclave Samarpally,Semifurnished flat with well connection with Salt Lake and Airport.,22 Lac ,3793.0,kolkata,500.0,Ready to Move,5.0,Resale,Semi-Furnished,,,Tirupati Enclave,1.0,1,,,,,
98541,2 BHK Ready to Occupy Flat for sale Jodhpur Gardens,"2 BHK, Multistorey Apartment is available for Sale in Jodhpur Gardens, Kolkata for 25.0 Lac(s)",25 Lac ,2917.0,kolkata,600.0,Ready to Move,2.0,Resale,Semi-Furnished,,,,2.0,1,,,,,
84159,3 BHK Ready to Occupy Flat for sale in The Crown Jawahar Lal Nehru Marg,"One can find this stunning 3 BHK flat for sale in Jawahar Lal Nehru Marg, Jaipur. It enjoys an excellent location within the The Crown. This flat for resale has a desirable location. This apartment in one of the significant areas of Jawahar Lal Nehru Marg is ready to move, and can be purchased at the best price of INR 1.30 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. The prime landmarks near this property are jawahar lal nehru marg.",1.30 Cr ,9148.0,jaipur,1050.0,Ready to Move,11.0,Resale,Semi-Furnished,North,,The Crown,3.0,1,1 Covered,Freehold,,,
131075,2 BHK Ready to Occupy Flat for sale Dwarka Mor,"This exquisite 2 BHK Flat is offered for sale in Dwarka Mor, New Delhi. This flat for sale has a desirable location. This apartment ready to move in the Dwarka Mor is available for an attractive price of INR 23 Lac. The spacious apartment is furnished. The flat is easily approachable because it is near to dwarka mor metro station.",23 Lac ,4646.0,new-delhi,495.0,Ready to Move,1.0,New Property,Furnished,East,"Garden/Park, Main Road",,2.0,1,1 Covered,Freehold,,,
32673,3 BHK Ready to Occupy Flat for sale in Tata New Haven Tumkur Road,"Discover this immaculate 3 BHK flat for sale at the pristine Tumkur Road in Bangalore. It is based at Tata New Haven complex, that occupies a prominent place in the locality. This flat for resale has a desirable location. This ready to move flat in Tumkur Road can be taken at a very economical pricing of INR 78 Lac. The spacious apartment is furnished. this property is very near to golden palms resort, 15mn from metro stn are some of the well-known landmarks in this locality.",78 Lac ,6070.0,bangalore,1000.0,Ready to Move,10.0,Resale,Furnished,South -West,"Garden/Park, Pool, Main Road",,3.0,2,2 Covered,Freehold,,,
14685,2 BHK Ready to Occupy Flat for sale Gota,"Up for immediate sale is a 2 BHK apartment in Gota, Ahmedabad. Don't miss this bargain flat for sale. This flat is available as a resale property. The ready to move flat in Gota is all ready for sale at a low-priced budget of INR 52 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price. The property is strategically placed near prominent places as vandematram icon which make for the smooth living of residents.",52 Lac ,4896.0,ahmedabad,743.0,Ready to Move,,Resale,Semi-Furnished,,"Garden/Park, Pool, Main Road",,2.0,1,,Freehold,,,
